roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,percentage,pass_fail
std-7557,female,group A,some high school,1.0,0.0,56.0,54.0,29.0,45.0,184.0,D,46.0,Pass
std-7558,female,group E,some college,1.0,0.0,50.0,70.0,90.0,94.0,304.0,B,76.0,Pass
std-7559,female,group D,associate's degree,0.0,0.0,79.0,41.0,94.0,51.0,265.0,C,66.25,Pass
std-7560,female,group D,some college,1.0,1.0,27.0,73.0,100.0,96.0,296.0,C,74.0,Pass
std-7561,female,group B,high school,0.0,1.0,78.0,79.0,93.0,70.0,320.0,B,80.0,Pass
std-7562,female,group A,associate's degree,0.0,0.0,49.0,50.0,81.0,77.0,257.0,C,64.25,Pass
std-7563,female,group D,bachelor's degree,1.0,0.0,28.0,68.0,92.0,47.0,235.0,D,58.75,Pass
std-7564,female,group C,some high school,0.0,1.0,85.0,64.0,33.0,43.0,225.0,D,56.25,Pass
std-7565,female,group C,high school,1.0,0.0,53.0,54.0,57.0,81.0,245.0,D,61.25000000000001,Pass
std-7566,female,group A,bachelor's degree,1.0,0.0,60.0,69.0,64.0,67.0,260.0,C,65.0,Pass
std-7567,female,group B,high school,0.0,1.0,49.0,74.0,88.0,84.0,295.0,C,73.75,Pass
std-7568,female,group E,high school,1.0,0.0,80.0,89.0,31.0,32.0,232.0,D,57.99999999999999,Pass
std-7569,female,group C,some college,0.0,0.0,29.0,52.0,61.0,75.0,217.0,D,54.25,Pass
std-7570,female,group B,high school,1.0,0.0,41.0,68.0,97.0,82.0,288.0,C,72.0,Pass
std-7571,female,group C,master's degree,1.0,1.0,35.0,70.0,88.0,94.0,287.0,C,71.75,Pass
std-7572,female,group A,high school,0.0,0.0,76.0,67.0,66.0,60.0,269.0,C,67.25,Pass
std-7573,female,group D,master's degree,0.0,1.0,91.0,74.0,100.0,75.0,340.0,B,85.0,Pass
std-7574,female,group C,high school,1.0,0.0,31.0,71.0,66.0,67.0,235.0,D,58.75,Pass
std-7575,female,group C,high school,1.0,1.0,56.0,76.0,80.0,95.0,307.0,B,76.75,Pass
std-7576,female,group A,some college,1.0,1.0,77.0,61.0,49.0,64.0,251.0,C,62.74999999999999,Pass
std-7577,female,group D,master's degree,1.0,0.0,57.0,50.0,53.0,39.0,199.0,D,49.75,Pass
std-7578,female,group D,some high school,1.0,0.0,79.0,100.0,92.0,82.0,353.0,A,88.25,Pass
std-7579,female,group C,some college,1.0,0.0,44.0,75.0,55.0,83.0,257.0,C,64.25,Pass
std-7580,female,group B,high school,1.0,0.0,58.0,72.0,86.0,80.0,296.0,C,74.0,Pass
std-7581,female,group C,bachelor's degree,1.0,0.0,56.0,27.0,64.0,42.0,189.0,D,47.25,Pass
std-7582,female,group B,associate's degree,1.0,1.0,61.0,77.0,78.0,37.0,253.0,C,63.24999999999999,Pass
std-7583,female,group A,master's degree,0.0,0.0,80.0,76.0,99.0,75.0,330.0,B,82.5,Pass
std-7584,female,group C,some high school,1.0,1.0,71.0,100.0,90.0,62.0,323.0,B,80.75,Pass
std-7585,female,group E,some college,0.0,1.0,60.0,48.0,98.0,77.0,283.0,C,70.75,Pass
std-7586,female,group B,some college,1.0,0.0,51.0,53.0,33.0,51.0,188.0,D,47.0,Pass
std-7587,female,group A,bachelor's degree,0.0,0.0,35.0,58.0,98.0,83.0,274.0,C,68.5,Pass
std-7588,female,group E,associate's degree,0.0,1.0,69.0,94.0,66.0,48.0,277.0,C,69.25,Pass
std-7589,female,group D,high school,0.0,0.0,62.0,82.0,89.0,79.0,312.0,B,78.0,Pass
std-7590,female,group C,bachelor's degree,1.0,1.0,60.0,60.0,43.0,62.0,225.0,D,56.25,Pass
std-7591,female,group C,bachelor's degree,1.0,0.0,67.0,100.0,74.0,63.0,304.0,B,76.0,Pass
std-7592,female,group E,master's degree,1.0,0.0,42.0,66.0,75.0,69.0,252.0,C,63.0,Pass
std-7593,female,group B,high school,0.0,1.0,35.0,87.0,73.0,70.0,265.0,C,66.25,Pass
std-7594,female,group C,associate's degree,1.0,0.0,82.0,27.0,85.0,68.0,262.0,C,65.5,Pass
std-7595,female,group A,some college,1.0,0.0,59.0,81.0,66.0,59.0,265.0,C,66.25,Pass
std-7596,female,group C,some college,1.0,1.0,50.0,50.0,65.0,38.0,203.0,D,50.74999999999999,Pass
std-7597,female,group B,some high school,0.0,0.0,71.0,95.0,70.0,62.0,298.0,C,74.5,Pass
std-7598,female,group C,associate's degree,0.0,1.0,54.0,100.0,88.0,83.0,325.0,B,81.25,Pass
std-7599,female,group D,high school,0.0,1.0,60.0,51.0,97.0,85.0,293.0,C,73.25,Pass
std-7600,female,group C,some college,1.0,1.0,35.0,56.0,88.0,87.0,266.0,C,66.5,Pass
std-7601,female,group C,high school,1.0,0.0,55.0,23.0,68.0,69.0,215.0,D,53.75,Pass
std-7602,female,group A,some college,1.0,0.0,34.0,63.0,100.0,72.0,269.0,C,67.25,Pass
std-7603,female,group D,some college,1.0,1.0,60.0,65.0,88.0,69.0,282.0,C,70.5,Pass
std-7604,female,group C,some high school,1.0,0.0,75.0,100.0,89.0,55.0,319.0,B,79.75,Pass
std-7605,female,group D,some college,1.0,1.0,53.0,76.0,35.0,69.0,233.0,D,58.25,Pass
std-7606,female,group C,master's degree,1.0,0.0,78.0,45.0,56.0,99.0,278.0,C,69.5,Pass
std-7607,female,group E,master's degree,0.0,1.0,59.0,43.0,49.0,78.0,229.0,D,57.25,Pass
std-7608,female,group D,associate's degree,1.0,0.0,79.0,61.0,72.0,52.0,264.0,C,66.0,Pass
std-7609,female,group D,some college,1.0,0.0,59.0,30.0,98.0,52.0,239.0,D,59.75,Pass
std-7610,female,group A,some college,1.0,0.0,53.0,100.0,100.0,72.0,325.0,B,81.25,Pass
std-7611,female,group A,some high school,0.0,0.0,69.0,45.0,97.0,49.0,260.0,C,65.0,Pass
std-7612,female,group D,some high school,1.0,1.0,67.0,70.0,81.0,94.0,312.0,B,78.0,Pass
std-7613,female,group C,some college,0.0,0.0,28.0,51.0,100.0,97.0,276.0,C,69.0,Pass
std-7614,female,group E,high school,0.0,0.0,75.0,89.0,100.0,65.0,329.0,B,82.25,Pass
std-7615,female,group D,high school,1.0,0.0,91.0,47.0,81.0,87.0,306.0,B,76.5,Pass
std-7616,female,group E,some college,0.0,1.0,72.0,42.0,84.0,80.0,278.0,C,69.5,Pass
std-7617,female,group C,some college,1.0,0.0,52.0,47.0,70.0,57.0,226.0,D,56.49999999999999,Pass
std-7618,female,group C,associate's degree,0.0,0.0,58.0,53.0,52.0,89.0,252.0,C,63.0,Pass
std-7619,female,group C,some high school,1.0,0.0,76.0,86.0,97.0,70.0,329.0,B,82.25,Pass
std-7620,female,group D,some high school,0.0,1.0,66.0,78.0,91.0,82.0,317.0,B,79.25,Pass
std-7621,female,group E,bachelor's degree,1.0,1.0,69.0,70.0,85.0,35.0,259.0,C,64.75,Pass
std-7622,female,group D,some college,1.0,0.0,65.0,71.0,86.0,65.0,287.0,C,71.75,Pass
std-7623,female,group D,high school,1.0,1.0,42.0,73.0,91.0,48.0,254.0,C,63.5,Pass
std-7624,female,group E,associate's degree,1.0,1.0,54.0,57.0,99.0,62.0,272.0,C,68.0,Pass
std-7625,female,group A,associate's degree,1.0,0.0,45.0,40.0,68.0,79.0,232.0,D,57.99999999999999,Pass
std-7626,female,group E,some high school,1.0,1.0,92.0,82.0,92.0,93.0,359.0,A,89.75,Pass
std-7627,female,group D,bachelor's degree,1.0,0.0,29.0,78.0,96.0,58.0,261.0,C,65.25,Pass
std-7628,female,group B,bachelor's degree,0.0,1.0,45.0,83.0,80.0,51.0,259.0,C,64.75,Pass
std-7629,female,group C,some high school,1.0,1.0,27.0,60.0,77.0,82.0,246.0,D,61.5,Pass
std-7630,female,group B,associate's degree,1.0,1.0,53.0,68.0,84.0,70.0,275.0,C,68.75,Pass
std-7631,female,group B,high school,0.0,0.0,62.0,78.0,87.0,48.0,275.0,C,68.75,Pass
std-7632,female,group B,associate's degree,1.0,1.0,79.0,79.0,71.0,99.0,328.0,B,82.0,Pass
std-7633,female,group A,associate's degree,1.0,1.0,49.0,49.0,82.0,57.0,237.0,D,59.25,Pass
std-7634,female,group C,associate's degree,0.0,0.0,84.0,52.0,96.0,41.0,273.0,C,68.25,Pass
std-7635,female,group C,some high school,0.0,0.0,27.0,88.0,79.0,78.0,272.0,C,68.0,Pass
std-7636,female,group B,associate's degree,1.0,1.0,33.0,59.0,56.0,85.0,233.0,D,58.25,Pass
std-7637,female,group B,bachelor's degree,1.0,1.0,79.0,56.0,75.0,53.0,263.0,C,65.75,Pass
std-7638,female,group E,some college,1.0,0.0,49.0,66.0,79.0,98.0,292.0,C,73.0,Pass
std-7639,female,group E,some college,1.0,1.0,96.0,56.0,79.0,67.0,298.0,C,74.5,Pass
std-7640,female,group B,some college,0.0,0.0,68.0,39.0,86.0,75.0,268.0,C,67.0,Pass
std-7641,female,group D,some college,0.0,0.0,98.0,63.0,100.0,79.0,340.0,B,85.0,Pass
std-7642,female,group B,high school,1.0,0.0,52.0,81.0,72.0,67.0,272.0,C,68.0,Pass
std-7643,female,group C,some college,1.0,1.0,38.0,91.0,71.0,93.0,293.0,C,73.25,Pass
std-7644,female,group A,high school,1.0,1.0,100.0,100.0,75.0,40.0,315.0,B,78.75,Pass
std-7645,female,group E,high school,1.0,0.0,48.0,53.0,84.0,76.0,261.0,C,65.25,Pass
std-7646,female,group A,bachelor's degree,0.0,1.0,30.0,47.0,54.0,55.0,186.0,D,46.5,Pass
std-7647,female,group B,associate's degree,0.0,0.0,29.0,69.0,57.0,82.0,237.0,D,59.25,Pass
std-7648,female,group A,some college,1.0,1.0,78.0,88.0,99.0,99.0,364.0,A,91.0,Pass
std-7649,female,group C,some high school,1.0,0.0,66.0,100.0,64.0,33.0,263.0,C,65.75,Pass
std-7650,female,group C,some college,0.0,1.0,66.0,67.0,100.0,45.0,278.0,C,69.5,Pass
std-7651,female,group C,some high school,1.0,0.0,97.0,94.0,91.0,49.0,331.0,B,82.75,Pass
std-7652,female,group A,some high school,1.0,0.0,92.0,82.0,70.0,55.0,299.0,C,74.75,Pass
std-7653,female,group D,some college,0.0,0.0,48.0,59.0,99.0,95.0,301.0,B,75.25,Pass
std-7654,female,group B,some high school,1.0,0.0,46.0,62.0,78.0,60.0,246.0,D,61.5,Pass
std-7655,female,group E,some high school,0.0,0.0,47.0,53.0,86.0,60.0,246.0,D,61.5,Pass
std-7656,female,group D,associate's degree,1.0,1.0,27.0,64.0,96.0,66.0,253.0,C,63.24999999999999,Pass
std-7657,female,group E,associate's degree,0.0,0.0,73.0,76.0,60.0,48.0,257.0,C,64.25,Pass
std-7658,female,group C,high school,1.0,0.0,68.0,80.0,91.0,61.0,300.0,B,75.0,Pass
std-7659,female,group D,some high school,1.0,1.0,58.0,77.0,82.0,25.0,242.0,D,60.5,Pass
std-7660,female,group C,some college,1.0,0.0,76.0,66.0,49.0,79.0,270.0,C,67.5,Pass
std-7661,female,group C,high school,1.0,1.0,84.0,59.0,60.0,61.0,264.0,C,66.0,Pass
std-7662,female,group D,high school,1.0,0.0,88.0,80.0,50.0,54.0,272.0,C,68.0,Pass
std-7663,female,group C,some high school,1.0,0.0,79.0,44.0,76.0,29.0,228.0,D,56.99999999999999,Pass
std-7664,female,group B,some high school,1.0,0.0,56.0,56.0,77.0,63.0,252.0,C,63.0,Pass
std-7665,female,group C,some college,0.0,1.0,56.0,52.0,73.0,37.0,218.0,D,54.50000000000001,Pass
std-7666,female,group D,some college,1.0,0.0,85.0,60.0,82.0,54.0,281.0,C,70.25,Pass
std-7667,female,group C,master's degree,1.0,0.0,57.0,68.0,80.0,92.0,297.0,C,74.25,Pass
std-7668,female,group E,some college,1.0,0.0,84.0,63.0,58.0,46.0,251.0,C,62.74999999999999,Pass
std-7669,female,group C,master's degree,0.0,0.0,48.0,64.0,78.0,78.0,268.0,C,67.0,Pass
std-7670,female,group E,associate's degree,0.0,1.0,62.0,89.0,52.0,59.0,262.0,C,65.5,Pass
std-7671,female,group D,associate's degree,0.0,0.0,65.0,90.0,59.0,37.0,251.0,C,62.74999999999999,Pass
std-7672,female,group D,high school,1.0,0.0,92.0,76.0,94.0,90.0,352.0,A,88.0,Pass
std-7673,female,group C,some high school,0.0,0.0,58.0,96.0,48.0,49.0,251.0,C,62.74999999999999,Pass
std-7674,female,group C,some high school,1.0,0.0,86.0,85.0,79.0,69.0,319.0,B,79.75,Pass
std-7675,female,group C,associate's degree,0.0,1.0,55.0,71.0,77.0,47.0,250.0,C,62.5,Pass
std-7676,female,group C,some high school,1.0,0.0,56.0,94.0,63.0,74.0,287.0,C,71.75,Pass
std-7677,female,group D,some high school,1.0,1.0,56.0,33.0,100.0,100.0,289.0,C,72.25,Pass
std-7678,female,group A,master's degree,1.0,1.0,59.0,79.0,70.0,41.0,249.0,D,62.25000000000001,Pass
std-7679,female,group E,bachelor's degree,0.0,0.0,63.0,75.0,80.0,72.0,290.0,C,72.5,Pass
std-7680,female,group B,bachelor's degree,0.0,0.0,61.0,66.0,100.0,38.0,265.0,C,66.25,Pass
std-7681,female,group A,some college,1.0,0.0,44.0,96.0,79.0,99.0,318.0,B,79.5,Pass
std-7682,female,group D,associate's degree,0.0,0.0,61.0,71.0,100.0,44.0,276.0,C,69.0,Pass
std-7683,female,group B,some high school,1.0,1.0,81.0,64.0,100.0,98.0,343.0,B,85.75,Pass
std-7684,female,group C,some college,1.0,1.0,67.0,65.0,57.0,60.0,249.0,D,62.25000000000001,Pass
std-7685,female,group E,high school,1.0,1.0,98.0,66.0,61.0,71.0,296.0,C,74.0,Pass
std-7686,female,group E,some high school,0.0,1.0,85.0,62.0,60.0,63.0,270.0,C,67.5,Pass
std-7687,female,group C,some high school,0.0,1.0,42.0,71.0,94.0,48.0,255.0,C,63.74999999999999,Pass
std-7688,female,group B,master's degree,1.0,1.0,66.0,62.0,57.0,83.0,268.0,C,67.0,Pass
std-7689,female,group B,bachelor's degree,1.0,0.0,37.0,74.0,51.0,40.0,202.0,D,50.5,Pass
std-7690,female,group D,bachelor's degree,1.0,0.0,29.0,59.0,93.0,73.0,254.0,C,63.5,Pass
std-7691,female,group C,some college,0.0,1.0,55.0,75.0,46.0,46.0,222.0,D,55.50000000000001,Pass
std-7692,female,group C,some high school,1.0,0.0,76.0,37.0,74.0,66.0,253.0,C,63.24999999999999,Pass
std-7693,female,group C,some college,0.0,1.0,85.0,23.0,79.0,60.0,247.0,D,61.75000000000001,Pass
std-7694,female,group C,high school,1.0,0.0,27.0,61.0,82.0,71.0,241.0,D,60.25,Pass
std-7695,female,group C,bachelor's degree,1.0,1.0,60.0,47.0,74.0,80.0,261.0,C,65.25,Pass
std-7696,female,group D,high school,1.0,0.0,58.0,55.0,98.0,75.0,286.0,C,71.5,Pass
std-7697,female,group D,associate's degree,1.0,0.0,82.0,78.0,51.0,50.0,261.0,C,65.25,Pass
std-7698,female,group D,some college,0.0,0.0,54.0,84.0,79.0,39.0,256.0,C,64.0,Pass
std-7699,female,group E,bachelor's degree,0.0,1.0,77.0,54.0,97.0,27.0,255.0,C,63.74999999999999,Pass
std-7700,female,group B,some high school,1.0,0.0,52.0,31.0,89.0,66.0,238.0,D,59.5,Pass
std-7701,female,group C,some college,1.0,0.0,75.0,97.0,79.0,54.0,305.0,B,76.25,Pass
std-7702,female,group A,high school,1.0,0.0,55.0,80.0,73.0,54.0,262.0,C,65.5,Pass
std-7703,female,group B,some high school,1.0,0.0,61.0,100.0,70.0,65.0,296.0,C,74.0,Pass
std-7704,female,group C,high school,1.0,1.0,73.0,51.0,92.0,71.0,287.0,C,71.75,Pass
std-7705,female,group B,bachelor's degree,0.0,1.0,67.0,100.0,41.0,28.0,236.0,D,59.0,Pass
std-7706,female,group B,associate's degree,1.0,0.0,84.0,70.0,85.0,71.0,310.0,B,77.5,Pass
std-7707,female,group A,some college,1.0,1.0,91.0,74.0,88.0,65.0,318.0,B,79.5,Pass
std-7708,female,group B,some college,1.0,1.0,96.0,54.0,53.0,96.0,299.0,C,74.75,Pass
std-7709,female,group A,some high school,1.0,1.0,64.0,85.0,86.0,70.0,305.0,B,76.25,Pass
std-7710,female,group C,some high school,0.0,0.0,69.0,88.0,80.0,71.0,308.0,B,77.0,Pass
std-7711,female,group C,some high school,1.0,0.0,64.0,73.0,88.0,66.0,291.0,C,72.75,Pass
std-7712,female,group D,some college,1.0,0.0,92.0,88.0,95.0,85.0,360.0,A,90.0,Pass
std-7713,female,group B,associate's degree,1.0,0.0,69.0,69.0,70.0,62.0,270.0,C,67.5,Pass
std-7714,female,group D,high school,1.0,0.0,38.0,92.0,50.0,49.0,229.0,D,57.25,Pass
std-7715,female,group B,high school,0.0,1.0,47.0,78.0,98.0,64.0,287.0,C,71.75,Pass
std-7716,female,group E,high school,1.0,0.0,72.0,100.0,62.0,85.0,319.0,B,79.75,Pass
std-7717,female,group E,some college,1.0,0.0,51.0,54.0,77.0,98.0,280.0,C,70.0,Pass
std-7718,female,group A,high school,1.0,1.0,78.0,52.0,75.0,84.0,289.0,C,72.25,Pass
std-7719,female,group C,some college,0.0,1.0,62.0,62.0,55.0,46.0,225.0,D,56.25,Pass
std-7720,female,group C,associate's degree,1.0,0.0,67.0,66.0,49.0,67.0,249.0,D,62.25000000000001,Pass
std-7721,female,group D,some college,1.0,0.0,73.0,41.0,81.0,43.0,238.0,D,59.5,Pass
std-7722,female,group D,some high school,1.0,0.0,65.0,77.0,68.0,93.0,303.0,B,75.75,Pass
std-7723,female,group E,some high school,1.0,0.0,100.0,46.0,65.0,59.0,270.0,C,67.5,Pass
std-7724,female,group B,high school,1.0,1.0,28.0,79.0,99.0,91.0,297.0,C,74.25,Pass
std-7725,female,group D,master's degree,1.0,1.0,78.0,66.0,100.0,86.0,330.0,B,82.5,Pass
std-7726,female,group B,some high school,0.0,1.0,72.0,51.0,61.0,77.0,261.0,C,65.25,Pass
std-7727,female,group C,high school,1.0,0.0,86.0,46.0,72.0,58.0,262.0,C,65.5,Pass
std-7728,female,group C,some high school,1.0,0.0,73.0,47.0,77.0,87.0,284.0,C,71.0,Pass
std-7729,female,group B,some college,1.0,0.0,50.0,66.0,78.0,67.0,261.0,C,65.25,Pass
std-7730,female,group D,associate's degree,1.0,1.0,54.0,63.0,63.0,58.0,238.0,D,59.5,Pass
std-7731,female,group D,some college,1.0,1.0,27.0,46.0,85.0,72.0,230.0,D,57.49999999999999,Pass
std-7732,female,group A,some high school,1.0,1.0,72.0,85.0,75.0,62.0,294.0,C,73.5,Pass
std-7733,female,group B,associate's degree,1.0,0.0,74.0,73.0,73.0,49.0,269.0,C,67.25,Pass
std-7734,female,group C,master's degree,0.0,0.0,43.0,62.0,64.0,82.0,251.0,C,62.74999999999999,Pass
std-7735,female,group E,high school,1.0,1.0,68.0,99.0,88.0,61.0,316.0,B,79.0,Pass
std-7736,female,group C,some high school,1.0,1.0,71.0,55.0,66.0,100.0,292.0,C,73.0,Pass
std-7737,female,group B,high school,0.0,0.0,75.0,66.0,89.0,75.0,305.0,B,76.25,Pass
std-7738,female,group C,high school,1.0,0.0,90.0,76.0,80.0,97.0,343.0,B,85.75,Pass
std-7739,female,group B,some high school,1.0,0.0,34.0,85.0,33.0,70.0,222.0,D,55.50000000000001,Pass
std-7740,female,group D,bachelor's degree,1.0,0.0,67.0,87.0,40.0,82.0,276.0,C,69.0,Pass
std-7741,female,group C,some college,1.0,1.0,73.0,63.0,64.0,84.0,284.0,C,71.0,Pass
std-7742,Girl,group D,master's degree,1.0,1.0,36.0,100.0,76.0,60.0,272.0,C,68.0,Pass
std-7743,female,group D,high school,0.0,1.0,74.0,54.0,95.0,76.0,299.0,C,74.75,Pass
std-7744,female,group D,associate's degree,1.0,0.0,58.0,100.0,60.0,70.0,288.0,C,72.0,Pass
std-7745,female,group B,some college,1.0,0.0,56.0,100.0,96.0,74.0,326.0,B,81.5,Pass
std-7746,female,group B,high school,0.0,0.0,76.0,73.0,79.0,60.0,288.0,C,72.0,Pass
std-7747,female,group D,high school,1.0,1.0,45.0,75.0,43.0,53.0,216.0,D,54.0,Pass
std-7748,female,group B,high school,1.0,1.0,59.0,72.0,66.0,68.0,265.0,C,66.25,Pass
std-7749,female,group B,high school,1.0,1.0,64.0,71.0,81.0,63.0,279.0,C,69.75,Pass
std-7750,female,group E,some college,1.0,0.0,33.0,72.0,66.0,88.0,259.0,C,64.75,Pass
std-7751,female,group C,some high school,1.0,0.0,38.0,49.0,69.0,71.0,227.0,D,56.75,Pass
std-7752,female,group B,some college,1.0,0.0,78.0,71.0,44.0,84.0,277.0,C,69.25,Pass
std-7753,female,group D,bachelor's degree,1.0,0.0,74.0,91.0,72.0,73.0,310.0,B,77.5,Pass
std-7754,female,group B,associate's degree,1.0,1.0,57.0,82.0,82.0,64.0,285.0,C,71.25,Pass
std-7755,female,group C,associate's degree,0.0,0.0,76.0,100.0,73.0,78.0,327.0,B,81.75,Pass
std-7756,female,group D,some college,0.0,0.0,55.0,62.0,72.0,71.0,260.0,C,65.0,Pass
std-7757,female,group D,some college,1.0,0.0,59.0,74.0,66.0,50.0,249.0,D,62.25000000000001,Pass
std-7758,female,group C,associate's degree,1.0,1.0,36.0,36.0,95.0,68.0,235.0,D,58.75,Pass
std-7759,female,group D,some college,1.0,0.0,66.0,90.0,90.0,76.0,322.0,B,80.5,Pass
std-7760,female,group A,bachelor's degree,0.0,0.0,64.0,46.0,97.0,38.0,245.0,D,61.25000000000001,Pass
std-7761,female,group C,some high school,1.0,0.0,51.0,100.0,86.0,98.0,335.0,B,83.75,Pass
std-7762,female,group E,some college,1.0,0.0,61.0,57.0,74.0,65.0,257.0,C,64.25,Pass
std-7763,female,group D,associate's degree,1.0,0.0,27.0,70.0,100.0,80.0,277.0,C,69.25,Pass
std-7764,female,group D,some college,0.0,0.0,100.0,96.0,63.0,48.0,307.0,B,76.75,Pass
std-7765,female,group A,high school,0.0,0.0,44.0,63.0,69.0,69.0,245.0,D,61.25000000000001,Pass
std-7766,female,group B,bachelor's degree,0.0,1.0,66.0,100.0,69.0,93.0,328.0,B,82.0,Pass
std-7767,female,group E,some high school,1.0,1.0,61.0,100.0,93.0,66.0,320.0,B,80.0,Pass
std-7768,female,group E,associate's degree,1.0,1.0,67.0,69.0,75.0,94.0,305.0,B,76.25,Pass
std-7769,female,group B,some college,1.0,1.0,50.0,46.0,78.0,74.0,248.0,D,62.0,Pass
std-7770,female,group A,associate's degree,1.0,1.0,83.0,40.0,92.0,74.0,289.0,C,72.25,Pass
std-7771,female,group C,bachelor's degree,1.0,0.0,69.0,60.0,98.0,84.0,311.0,B,77.75,Pass
std-7772,female,group D,some high school,1.0,0.0,88.0,80.0,52.0,64.0,284.0,C,71.0,Pass
std-7773,female,group B,master's degree,1.0,1.0,29.0,35.0,66.0,77.0,207.0,D,51.74999999999999,Pass
std-7774,female,group C,associate's degree,1.0,0.0,62.0,30.0,63.0,81.0,236.0,D,59.0,Pass
std-7775,female,group B,bachelor's degree,0.0,0.0,57.0,69.0,58.0,70.0,254.0,C,63.5,Pass
std-7776,female,group C,some college,0.0,0.0,57.0,67.0,83.0,26.0,233.0,D,58.25,Pass
std-7777,female,group E,some high school,0.0,1.0,27.0,65.0,70.0,59.0,221.0,D,55.25,Pass
std-7778,female,group D,some high school,1.0,0.0,65.0,74.0,100.0,90.0,329.0,B,82.25,Pass
std-7779,female,group A,some college,1.0,0.0,50.0,78.0,79.0,72.0,279.0,C,69.75,Pass
std-7780,female,group A,some college,1.0,1.0,30.0,89.0,69.0,100.0,288.0,C,72.0,Pass
std-7781,female,group A,high school,1.0,0.0,56.0,93.0,64.0,83.0,296.0,C,74.0,Pass
std-7782,female,group D,some high school,1.0,0.0,62.0,44.0,100.0,79.0,285.0,C,71.25,Pass
std-7783,female,group E,some college,1.0,1.0,89.0,50.0,83.0,80.0,302.0,B,75.5,Pass
std-7784,female,group E,some college,1.0,0.0,56.0,92.0,63.0,77.0,288.0,C,72.0,Pass
std-7785,female,group C,associate's degree,1.0,1.0,34.0,60.0,79.0,66.0,239.0,D,59.75,Pass
std-7786,female,group E,some college,1.0,1.0,85.0,77.0,77.0,88.0,327.0,B,81.75,Pass
std-7787,female,group B,high school,1.0,0.0,57.0,56.0,80.0,73.0,266.0,C,66.5,Pass
std-7788,female,group E,some college,1.0,1.0,71.0,53.0,94.0,64.0,282.0,C,70.5,Pass
std-7789,female,group C,high school,1.0,1.0,75.0,66.0,86.0,61.0,288.0,C,72.0,Pass
std-7790,female,group E,some high school,1.0,0.0,75.0,82.0,87.0,40.0,284.0,C,71.0,Pass
std-7791,female,group C,some high school,1.0,1.0,81.0,49.0,34.0,70.0,234.0,D,58.5,Pass
std-7792,female,group C,some high school,1.0,0.0,82.0,67.0,68.0,57.0,274.0,C,68.5,Pass
std-7793,female,group C,some high school,1.0,0.0,73.0,57.0,46.0,77.0,253.0,C,63.24999999999999,Pass
std-7794,female,group C,associate's degree,1.0,1.0,70.0,28.0,81.0,48.0,227.0,D,56.75,Pass
std-7795,female,group C,bachelor's degree,1.0,1.0,36.0,67.0,42.0,75.0,220.0,D,55.00000000000001,Pass
std-7796,female,group A,associate's degree,1.0,0.0,70.0,80.0,52.0,78.0,280.0,C,70.0,Pass
std-7797,female,group B,associate's degree,1.0,0.0,82.0,83.0,86.0,61.0,312.0,B,78.0,Pass
std-7798,female,group E,high school,1.0,0.0,52.0,31.0,97.0,61.0,241.0,D,60.25,Pass
std-7799,female,group C,high school,1.0,1.0,27.0,42.0,71.0,71.0,211.0,D,52.75,Pass
std-7800,female,group C,master's degree,1.0,0.0,27.0,74.0,100.0,68.0,269.0,C,67.25,Pass
std-7801,female,group E,some high school,0.0,1.0,30.0,60.0,91.0,86.0,267.0,C,66.75,Pass
std-7802,female,group D,high school,1.0,1.0,69.0,43.0,96.0,67.0,275.0,C,68.75,Pass
